 Location:  0N 110W   8 Mar 1980 to 18 Nov 2020 ( 2972 times, 18 blocks) Gen. Date Apr 20 2021
 Units: Sea Surface Temperature (C), -9.99 = missing
YYYY_MM_DD HHMM SST QUALITY
2007_05_27 1200 23.89 2
2007_06_01 1200 23.87 2
2007_06_06 1200 24.4 2
2007_06_11 1200 25.57 2
2007_06_16 1200 23.04 2
2007_06_21 1200 23.08 2
2007_06_26 1200 22.69 2
2007_07_01 1200 23.43 2
2007_07_06 1200 24.79 2
2007_07_11 1200 22.61 2
2007_07_16 1200 21.92 2
2007_07_21 1200 20.63 2
2007_07_26 1200 19.88 2
2007_07_31 1200 21.37 2
2007_08_05 1200 21.35 2
2007_08_10 1200 20.07 2
2007_08_15 1200 19.89 2
2007_08_20 1200 20.28 2
2007_08_25 1200 21.04 2
2007_08_30 1200 19.77 2
2007_09_04 1200 20.15 2
2007_09_09 1200 21 2
2007_09_14 1200 22.27 2
2007_09_19 1200 20.26 2
2007_09_24 1200 19.62 2
2007_09_29 1200 20.55 2
2007_10_04 1200 20.41 2
2007_10_09 1200 19.85 2
2007_10_14 1200 22.35 2
2007_10_19 1200 21.95 2
2007_10_24 1200 22.85 2
2007_10_29 1200 19.69 2
2007_11_03 1200 19.43 2
2007_11_08 1200 19.51 2
2007_11_13 1200 20.45 2
2007_11_18 1200 19.92 2
2007_11_23 1200 20.45 2
2007_11_28 1200 20.69 2
2007_12_03 1200 20.67 2
2007_12_08 1200 20.49 2
2007_12_13 1200 20.53 2
2007_12_18 1200 20.88 2
2007_12_23 1200 22.17 2
2007_12_28 1200 22.43 2
2008_01_02 1200 22.35 2
2008_01_07 1200 21.81 2
2008_01_12 1200 22.15 2
2008_01_17 1200 22.54 2
2008_01_22 1200 22.98 2
2008_01_27 1200 23.11 2
2008_02_01 1200 24.36 2
2008_02_06 1200 24.15 2
2008_02_11 1200 23.3 2
2008_02_16 1200 24.81 2
2008_02_21 1200 24.51 2
2008_02_26 1200 25.64 2
2008_03_03 1200 26.67 2
2008_03_08 1200 27.27 2
2008_03_13 1200 25.87 2
2008_03_18 1200 25.61 2
2008_03_23 1200 25.4 2
2008_03_28 1200 25.47 2
2008_04_02 1200 25.4 2
2008_04_07 1200 26.28 2
2008_04_12 1200 27.93 2
2008_04_17 1200 26.77 2
2008_04_22 1200 26.35 2
2008_04_27 1200 27 2
2008_05_02 1200 26.13 2
2008_05_07 1200 25.58 2
2008_05_12 1200 25.82 2
2008_05_17 1200 25.97 2
2008_05_22 1200 25.89 2
2008_05_27 1200 26.15 2
2008_06_01 1200 25.77 2
2008_06_06 1200 25.48 2
2008_06_11 1200 25.18 2
2008_06_16 1200 -9.99 0
2008_06_21 1200 -9.99 0
2008_06_26 1200 -9.99 0
2008_07_01 1200 -9.99 0
2008_07_06 1200 25.93 2
2008_07_11 1200 26.11 2
2008_07_16 1200 25.67 2
2008_07_21 1200 24.13 2
2008_07_26 1200 24.2 2
2008_07_31 1200 24.4 2
2008_08_05 1200 24.52 2
2008_08_10 1200 23.66 2
2008_08_15 1200 23.57 2
2008_08_20 1200 23.67 2
2008_08_25 1200 23.16 2
2008_08_30 1200 24.88 2
2008_09_04 1200 24.04 2
2008_09_09 1200 23.09 2
2008_09_14 1200 22.76 2
2008_09_19 1200 23.03 2
2008_09_24 1200 25.27 2
2008_09_29 1200 22.71 2
2008_10_04 1200 22.59 2
2008_10_09 1200 23.36 2
2008_10_14 1200 22.29 2
2008_10_19 1200 23 2
2008_10_24 1200 22.6 2
2008_10_29 1200 22.14 2
2008_11_03 1200 21.79 2
2008_11_08 1200 22.21 2
2008_11_13 1200 22.74 2
2008_11_18 1200 24.41 2
2008_11_23 1200 22.53 2
2008_11_28 1200 22.67 2
2008_12_03 1200 22.53 2
2008_12_08 1200 23.74 2
2008_12_13 1200 21.93 2
2008_12_18 1200 21.74 2
2008_12_23 1200 22.55 2
2008_12_28 1200 21.97 2
2009_01_02 1200 21.74 2
2009_01_07 1200 22.86 2
2009_01_12 1200 23.66 2
2009_01_17 1200 23.97 2
2009_01_22 1200 25.56 2
2009_01_27 1200 26.27 2
2009_02_01 1200 23.57 2
2009_02_06 1200 24.23 2
2009_02_11 1200 24.19 2
2009_02_16 1200 24.71 2
2009_02_21 1200 24.59 2
2009_02_26 1200 24.43 2
2009_09_19 1200 25.59 1
2009_09_24 1200 24.86 1
2009_09_29 1200 23.16 1
2009_10_04 1200 23.26 1
2009_10_09 1200 24 1
2009_10_14 1200 24.18 1
2009_10_19 1200 22.7 1
2009_10_24 1200 23.32 1
2009_10_29 1200 24.63 1
2009_11_03 1200 23.43 1
2009_11_08 1200 23.58 1
2009_11_13 1200 24.36 1
2009_11_18 1200 24.56 1
2009_11_23 1200 24.81 1
2009_11_28 1200 25.04 1
2009_12_03 1200 25.42 1
2009_12_08 1200 25.23 1
2009_12_13 1200 25.12 1
2009_12_18 1200 25.67 1
2009_12_23 1200 26.15 1
2009_12_28 1200 26.25 1
2010_01_02 1200 25.91 1
2010_01_07 1200 25.51 1
2010_01_12 1200 26.15 1
2010_01_17 1200 25.38 1
2010_01_22 1200 25.54 1
2010_01_27 1200 25.71 1
2010_02_01 1200 25.59 1
2010_02_06 1200 25.62 1
2010_02_11 1200 25.87 1
2010_02_16 1200 26.15 1
2010_02_21 1200 26.5 1
2010_02_26 1200 26.57 1
2010_03_03 1200 27.18 1
2010_03_08 1200 26.71 1
2010_03_13 1200 26.91 1
2010_03_18 1200 28.09 2
2010_03_23 1200 27.63 2
2010_03_28 1200 27.78 2
2010_04_02 1200 28.33 2
2010_04_07 1200 27.98 2
2010_04_12 1200 27.97 2
2010_04_17 1200 27.31 2
2010_04_22 1200 26.48 2
2010_04_27 1200 26.47 2
2010_05_02 1200 26.36 2
2010_05_07 1200 27.14 2
2010_05_12 1200 25 2
2010_05_17 1200 24.83 2
2010_05_22 1200 24.46 2
2010_05_27 1200 24.17 2
2010_06_01 1200 23.67 2
2010_06_06 1200 23.62 2
2010_06_11 1200 23.45 2
2010_06_16 1200 23.06 2
2010_06_21 1200 22.65 2
2010_06_26 1200 22.48 2
2010_07_01 1200 23.42 2
2010_07_06 1200 22.02 2
2010_07_11 1200 21.61 2
2010_07_16 1200 21.75 2
2010_07_21 1200 20.81 2
2010_07_26 1200 21.03 2
2010_07_31 1200 22.59 2
2010_08_05 1200 21.26 2
2010_08_10 1200 21.46 2
2010_08_15 1200 21.85 2
2010_08_20 1200 20.57 2
2010_08_25 1200 20.13 2
2010_08_30 1200 19.43 2
2010_09_04 1200 19.19 2
2010_09_09 1200 19.89 2
2010_09_14 1200 19.77 2
2010_09_19 1200 20.23 2
2010_09_24 1200 23.94 2
2010_09_29 1200 22.35 2
2010_10_04 1200 20.47 2
2010_10_09 1200 19.68 2
2010_10_14 1200 18.94 2
2010_10_19 1200 19.59 2
2010_10_24 1200 19.8 2
2010_10_29 1200 19.85 2
2011_08_05 1200 21.8 2
2011_08_10 1200 22.31 2
2011_08_15 1200 22.69 2
2011_08_20 1200 21.58 2
2011_08_25 1200 21.53 2
2011_08_30 1200 21.52 2
2011_09_04 1200 20.84 2
2011_09_09 1200 20.52 2
2011_09_14 1200 21.25 2
2011_09_19 1200 21.62 2
2011_09_24 1200 21.15 2
2011_09_29 1200 22.59 2
2011_10_04 1200 21.75 2
2011_10_09 1200 20.99 2
2011_10_14 1200 20.76 2
2011_10_19 1200 20.89 2
2011_10_24 1200 20.51 2
2011_10_29 1200 20.41 2
2011_11_03 1200 19.65 2
2011_11_08 1200 19.96 2
2011_11_13 1200 20.67 2
2011_11_18 1200 20.3 2
2011_11_23 1200 20.4 2
2011_11_28 1200 20.28 2
2011_12_03 1200 20.92 2
2011_12_08 1200 21.64 2
2011_12_13 1200 22.31 2
2011_12_18 1200 22.79 2
2011_12_23 1200 21.99 2
2011_12_28 1200 21.86 2
2012_01_02 1200 22.81 2
2012_01_07 1200 23.49 2
2012_01_12 1200 23.49 2
2012_01_17 1200 23.06 2
2012_01_22 1200 23.91 2
2012_01_27 1200 24.09 2
2012_02_01 1200 23.78 2
2012_02_06 1200 24.81 2
2012_02_11 1200 26.87 2
2012_02_16 1200 26.86 2
2012_02_21 1200 27.31 2
2012_02_26 1200 27.73 2
2012_03_03 1200 27.91 2
2012_03_08 1200 26.83 2
2012_03_13 1200 26.32 2
2012_03_18 1200 26.86 2
2012_03_23 1200 27.54 2
2012_03_28 1200 27.32 2
2012_04_02 1200 26.46 2
2012_04_07 1200 27.69 2
2012_04_12 1200 27.74 2
2012_04_17 1200 26.69 2
2012_04_22 1200 26 2
2012_04_27 1200 25.83 2
2012_05_02 1200 25.26 2
2013_03_28 1200 26.89 1
2013_04_02 1200 26.67 1
2013_04_07 1200 26.16 1
2013_04_12 1200 26.46 1
2013_04_17 1200 25.92 1
2013_04_22 1200 25.65 1
2013_04_27 1200 24.87 1
2013_05_02 1200 24.02 1
2013_05_07 1200 23.82 1
2013_05_12 1200 23.54 1
2013_05_17 1200 23.42 1
2013_05_22 1200 23.38 1
2013_05_27 1200 23.15 1
2013_06_01 1200 23.24 1
2013_06_06 1200 23.3 1
2013_06_11 1200 23.66 1
2013_06_16 1200 23.31 1
2013_06_21 1200 23.58 1
2013_06_26 1200 24.26 1
2013_07_01 1200 24.79 1
2013_07_06 1200 22.55 1
2013_07_11 1200 22.56 1
2013_07_16 1200 22.25 1
2013_07_21 1200 22.46 1
2013_07_26 1200 22.48 1
2013_07_31 1200 22.92 1
2013_08_05 1200 21.93 1
2013_08_10 1200 22.03 1
2013_08_15 1200 21.87 1
2013_08_20 1200 22.8 1
2013_08_25 1200 21.19 1
2013_08_30 1200 20.96 1
2013_09_04 1200 20.95 1
2013_09_09 1200 21.68 1
2013_09_14 1200 22.16 1
2013_09_19 1200 22.58 1
2013_09_24 1200 23.08 1
2013_09_29 1200 22.78 1
2013_10_04 1200 23.15 1
2013_10_09 1200 22.99 1
2013_10_14 1200 22.38 1
2013_10_19 1200 22.56 1
2013_10_24 1200 23.3 1
2013_10_29 1200 23.17 1
2013_11_03 1200 22.47 1
2013_11_08 1200 22.16 1
2013_11_13 1200 22.71 1
2013_11_18 1200 22.4 1
2013_11_23 1200 21.92 1
2013_11_28 1200 22.37 1
2013_12_03 1200 22.85 1
2013_12_08 1200 23.04 1
2013_12_13 1200 23.97 1
2013_12_18 1200 24.22 1
2013_12_23 1200 22.91 1
2013_12_28 1200 23.33 1
2014_01_02 1200 23.57 1
2014_01_07 1200 23.84 1
2014_01_12 1200 23.36 1
2014_01_17 1200 23.54 1
2014_01_22 1200 24.2 1
2014_01_27 1200 23.73 1
2014_02_01 1200 23.49 1
2014_02_06 1200 24.39 1
2014_02_11 1200 24.21 1
2014_02_16 1200 23.31 1
2014_02_21 1200 24.22 1
2014_02_26 1200 23.84 1
2014_03_03 1200 23.93 1
2014_03_08 1200 26.67 1
2014_03_13 1200 27.96 1
2014_03_18 1200 27.94 1
2014_03_23 1200 28.27 1
2014_03_28 1200 27.48 1
2014_04_02 1200 26.88 1
2014_04_07 1200 26.54 1
2014_04_12 1200 26.87 1
2014_06_21 1200 25.6 1
2014_06_26 1200 25.64 1
2014_07_01 1200 26.21 1
2014_07_06 1200 24.69 1
2014_07_11 1200 25.58 1
2014_07_16 1200 26.36 1
2014_07_21 1200 23.78 1
2014_07_26 1200 22.33 1
2014_07_31 1200 21.61 1
2014_08_05 1200 23.73 1
2014_08_10 1200 22.58 1
2014_08_15 1200 22.57 1
2014_08_20 1200 22.51 1
2014_08_25 1200 22.42 1
2014_08_30 1200 25.26 1
2014_09_04 1200 24.48 1
2014_09_09 1200 22.88 1
2014_09_14 1200 23.04 1
2014_09_19 1200 23.49 1
2014_09_24 1200 24.71 1
2014_09_29 1200 24.09 1
2014_10_04 1200 23.1 1
2014_10_09 1200 23.47 1
2014_10_14 1200 23.52 1
2014_10_19 1200 24.56 1
2014_10_24 1200 23.59 1
2014_10_29 1200 23.95 1
2014_11_03 1200 25.1 1
2014_11_08 1200 25.56 1
2014_11_13 1200 24.71 1
2014_11_18 1200 24.58 1
2014_11_23 1200 24.04 1
2014_11_28 1200 23.88 1
2014_12_03 1200 23.97 1
2014_12_08 1200 24.29 1
2014_12_13 1200 25.9 1
2014_12_18 1200 25.58 1
2014_12_23 1200 25.02 1
2014_12_28 1200 24.65 1
2015_01_02 1200 24.87 1
2015_01_07 1200 24.89 1
2015_01_12 1200 24.18 1
2015_01_17 1200 24.77 1
2015_01_22 1200 24.99 1
2015_01_27 1200 23.93 1
2015_02_01 1200 23.7 1
2015_02_06 1200 25.08 1
2015_02_11 1200 26.59 1
2015_05_02 1200 27.73 1
2015_05_07 1200 28.06 1
2015_05_12 1200 27.68 1
2015_05_17 1200 27.22 1
2015_05_22 1200 27.18 1
2015_05_27 1200 27.11 1
2015_06_01 1200 27.23 1
2015_06_06 1200 27.2 1
2015_06_11 1200 27.3 1
2015_06_16 1200 27.5 1
2015_06_21 1200 27.41 1
2015_06_26 1200 27.4 1
2015_07_01 1200 27.5 1
2015_07_06 1200 26.63 1
2015_07_11 1200 26.46 1
2015_07_16 1200 27.01 1
2015_07_21 1200 26.31 1
2015_07_26 1200 25.62 1
2015_07_31 1200 25.6 1
2015_08_05 1200 25.62 1
2015_08_10 1200 25.85 1
2015_08_15 1200 26.36 1
2015_08_20 1200 25.2 1
2015_08_25 1200 25.12 1
2015_08_30 1200 25.99 1
2015_09_04 1200 27.01 1
2015_09_09 1200 26.88 1
2015_09_14 1200 26.77 1
2015_09_19 1200 27.04 1
2015_09_24 1200 26.75 1
2016_04_17 1200 25.42 1
2016_04_22 1200 24.96 1
2016_04_27 1200 25.14 1
2016_05_02 1200 25.19 1
2016_05_07 1200 25.05 1
2016_05_12 1200 25.38 1
2016_05_17 1200 23.68 1
2016_05_22 1200 25.02 1
2016_05_27 1200 25.41 1
2016_06_01 1200 25.67 1
2016_06_06 1200 24.31 1
2016_06_11 1200 25.51 1
2016_06_16 1200 23.73 1
2016_06_21 1200 23.8 1
2016_06_26 1200 23.54 1
2016_07_01 1200 24.64 1
2016_07_06 1200 22.38 1
2016_07_11 1200 22.38 1
2016_07_16 1200 22.64 1
2016_07_21 1200 22.02 1
2016_07_26 1200 21.7 1
2016_07_31 1200 21.52 1
2016_08_05 1200 21.33 1
2016_08_10 1200 21.12 1
2016_08_15 1200 21.11 1
2016_08_20 1200 20.44 1
2016_08_25 1200 20.83 1
2016_08_30 1200 21.52 1
2016_09_04 1200 22.28 1
2016_09_09 1200 24.33 1
2016_09_14 1200 24.48 1
2016_09_19 1200 22.75 1
2016_09_24 1200 22.73 1
2016_09_29 1200 22.08 1
2016_10_04 1200 21.44 1
2016_10_09 1200 23.13 1
2016_10_14 1200 22.05 1
2016_10_19 1200 22.19 1
2016_10_24 1200 21.88 1
2016_10_29 1200 21.61 1
2016_11_03 1200 21.41 1
2016_11_08 1200 21.88 1
2016_11_13 1200 22.27 1
2016_11_18 1200 22.14 1
2016_11_23 1200 21.31 1
2016_11_28 1200 21.19 1
2016_12_03 1200 21.74 1
2016_12_08 1200 21.67 1
2016_12_13 1200 22.27 1
2016_12_18 1200 22.89 1
2016_12_23 1200 23.57 1
2016_12_28 1200 24.76 1
2017_01_02 1200 23.27 1
2017_01_07 1200 23.8 1
2017_01_12 1200 24.62 1
2017_01_17 1200 25.23 1
2017_01_22 1200 24.44 1
2017_01_27 1200 23.99 1
2017_02_01 1200 25.79 1
2017_02_06 1200 26.94 1
2017_02_11 1200 26.33 1
2017_02_16 1200 26.46 1
2017_02_21 1200 26.2 1
2017_02_26 1200 27.11 1
2017_03_03 1200 26.22 1
2017_03_08 1200 26.28 1
2017_03_13 1200 27.4 1
2017_03_18 1200 27.37 1
2017_03_23 1200 26.99 1
2017_03_28 1200 27.03 1
2017_04_02 1200 27.93 1
2017_04_07 1200 27.09 1
2017_04_12 1200 26.7 1
2017_04_17 1200 26.63 1
2017_04_22 1200 26.53 1
2017_04_27 1200 26.63 1
2017_05_02 1200 25.76 1
2017_05_07 1200 25.83 1
2017_05_12 1200 26.55 1
2017_05_17 1200 25.98 1
2017_05_22 1200 25.91 1
2017_05_27 1200 26.06 1
2017_06_01 1200 24.86 1
2017_06_06 1200 -9.99 0
2017_06_11 1200 24.22 1
2017_06_16 1200 24.32 1
2017_06_21 1200 24.9 1
2017_06_26 1200 24.1 1
2017_07_01 1200 23.67 1
2017_07_06 1200 24.71 1
2017_07_11 1200 24.26 1
2017_07_16 1200 22.92 1
2017_07_21 1200 23.47 1
2017_07_26 1200 23.81 1
2017_07_31 1200 24.08 1
2017_08_05 1200 22.29 1
2017_08_10 1200 22.86 1
2017_08_15 1200 22.44 1
2017_08_20 1200 21.62 1
2017_08_25 1200 21.71 1
2017_08_30 1200 22.05 1
2017_09_04 1200 20.56 1
2017_09_09 1200 20.71 1
2017_09_14 1200 20.71 1
2017_09_19 1200 20.61 1
2017_09_24 1200 20.99 1
2017_09_29 1200 22.02 1
2017_10_04 1200 22 1
2017_10_09 1200 21.49 1
2017_10_14 1200 19.89 1
2017_10_19 1200 20.18 1
2017_10_24 1200 21.14 1
2017_10_29 1200 21.55 1
2017_11_03 1200 22.24 1
2017_11_08 1200 21.36 1
2017_11_13 1200 21.23 1
2017_11_18 1200 20.47 1
2017_11_23 1200 20.11 1
2017_11_28 1200 20.42 1
2017_12_03 1200 20.13 1
2017_12_08 1200 20.44 1
2017_12_13 1200 20.47 1
2017_12_18 1200 20.71 1
2017_12_23 1200 21.64 1
2017_12_28 1200 21.47 1
2018_01_02 1200 21.43 1
2018_01_07 1200 21.76 1
2018_01_12 1200 24.31 1
2018_01_17 1200 24.2 1
2018_01_22 1200 23.82 1
2018_01_27 1200 24.28 1
2018_02_01 1200 23.44 1
2018_02_06 1200 23.12 1
2018_02_11 1200 23.52 1
2018_02_16 1200 24.34 1
2018_02_21 1200 24.79 1
2018_02_26 1200 26.07 1
2018_03_03 1200 25.99 1
2018_03_08 1200 25.1 1
2018_03_13 1200 25.2 1
2018_03_18 1200 24.74 1
2018_03_23 1200 25.1 1
2018_03_28 1200 25.83 1
2018_04_02 1200 26.91 1
2018_04_07 1200 27.42 1
2018_04_12 1200 26.69 1
2018_04_17 1200 26.56 1
2018_04_22 1200 25.42 1
2018_04_27 1200 25.54 1
2018_05_02 1200 25.63 2
2018_05_07 1200 25.4 2
2018_05_12 1200 25.56 2
2018_05_17 1200 25.55 2
2018_05_22 1200 26.12 2
2018_05_27 1200 26.74 2
2018_06_01 1200 26.3 2
2018_06_06 1200 26.23 2
2018_06_11 1200 25.7 2
2018_06_16 1200 25.68 2
2018_06_21 1200 25.41 2
2018_06_26 1200 24.93 2
2018_07_01 1200 24.65 2
2018_07_06 1200 25.16 2
2018_07_11 1200 24.13 2
2018_07_16 1200 24.16 2
2018_07_21 1200 23.56 2
2018_07_26 1200 23.92 2
2018_07_31 1200 23.13 2
2018_08_05 1200 22.85 2
2018_08_10 1200 22.51 2
2018_08_15 1200 23.48 2
2018_08_20 1200 23.63 2
2018_08_25 1200 21.52 2
2018_08_30 1200 21.69 2
2018_09_04 1200 21.72 2
2018_09_09 1200 23.03 2
2018_09_14 1200 24.51 2
2018_09_19 1200 22.82 2
2018_09_24 1200 23.12 2
2018_09_29 1200 25.06 2
2018_10_04 1200 24.53 2
2018_10_09 1200 24.84 2
2018_10_14 1200 23.98 2
2018_10_19 1200 24.08 2
2018_10_24 1200 24.41 2
2018_10_29 1200 23.73 2
2018_11_03 1200 24.05 2
2018_11_08 1200 24.44 2
2018_11_13 1200 24.6 2
2018_11_18 1200 24.7 2
2018_11_23 1200 24.8 2
2018_11_28 1200 25.2 2
2018_12_03 1200 24.94 2
2018_12_08 1200 24.36 2
2018_12_13 1200 24.77 2
2018_12_18 1200 25.5 2
2018_12_23 1200 24.49 2
2018_12_28 1200 24.65 2
2019_01_02 1200 24.52 2
2019_01_07 1200 24.3 2
2019_01_12 1200 24.65 2
2019_01_17 1200 24.85 2
2019_01_22 1200 25.13 2
2019_01_27 1200 25.29 2
2019_02_01 1200 25.17 2
2019_02_06 1200 26.71 2
2019_02_11 1200 26.61 2
2019_02_16 1200 26.34 2
2019_02_21 1200 26.34 2
2019_02_26 1200 26.89 2
2019_03_03 1200 27.27 2
2019_03_08 1200 26.92 2
2019_03_13 1200 27.07 2
2019_03_18 1200 27.45 2
2019_03_23 1200 27.59 2
2019_03_28 1200 27.29 2
2019_04_02 1200 27.22 2
2019_04_07 1200 27.38 2
2019_04_12 1200 27.05 2
2019_04_17 1200 27.96 2
2019_04_22 1200 27.63 2
2019_04_27 1200 27.54 2
2019_05_02 1200 27.73 2
2019_05_07 1200 26.44 2
2019_05_12 1200 25.73 2
2019_05_17 1200 25.97 2
2019_05_22 1200 26.03 2
2019_05_27 1200 24.76 2
2019_06_01 1200 24.67 2
2019_06_06 1200 25.49 2
2019_06_11 1200 24.41 2
2019_06_16 1200 23.74 2
2019_06_21 1200 24.12 2
2019_06_26 1200 24.25 2
2019_07_01 1200 24.28 2
2019_07_06 1200 24.83 2
2019_07_11 1200 23.61 2
2019_07_16 1200 22.34 2
2019_07_21 1200 22.39 2
2019_07_26 1200 23.28 2
2019_07_31 1200 21.95 2
2019_08_05 1200 21.59 2
2019_08_10 1200 21.99 2
2019_08_15 1200 21.63 2
2019_08_20 1200 21.47 2
2019_08_25 1200 22.41 2
2019_08_30 1200 23.11 2
2019_09_04 1200 22.62 2
2019_09_09 1200 22.53 2
2019_09_14 1200 21.15 2
2019_09_19 1200 21.02 2
2019_09_24 1200 21.17 2
2019_09_29 1200 21.82 2
2019_10_04 1200 22.07 2
2019_10_09 1200 21.59 2
2019_10_14 1200 23.99 2
2019_10_19 1200 23.78 2
2019_10_24 1200 24.32 2
2019_10_29 1200 23.98 2
2019_11_03 1200 24.05 2
2019_11_08 1200 24.28 2
2019_11_13 1200 24.13 2
2019_11_18 1200 24.24 2
2019_11_23 1200 24.17 2
2019_11_28 1200 23.43 2
2019_12_03 1200 23.76 2
2019_12_08 1200 23.96 2
2019_12_13 1200 22.68 2
2019_12_18 1200 22.99 2
2019_12_23 1200 23.79 2
2019_12_28 1200 24.36 2
2020_01_02 1200 23.62 2
2020_01_07 1200 23.94 2
2020_01_12 1200 23.74 2
2020_01_17 1200 23.67 2
2020_01_22 1200 24.51 2
2020_01_27 1200 24.34 2
2020_02_01 1200 24.49 2
2020_02_06 1200 25.79 2
2020_02_11 1200 25.75 2
2020_02_16 1200 25.21 2
2020_02_21 1200 25.5 2
2020_02_26 1200 25.88 2
2020_03_03 1200 25.4 2
2020_03_08 1200 25.49 2
2020_03_13 1200 26.8 2
2020_03_18 1200 26.91 2
2020_03_23 1200 26.49 2
2020_03_28 1200 26.55 2
2020_04_02 1200 26.83 2
2020_04_07 1200 27.73 2
2020_04_12 1200 27.7 2
2020_04_17 1200 27.27 2
2020_04_22 1200 27.12 2
2020_04_27 1200 26.5 2
2020_05_02 1200 25.39 2
2020_05_07 1200 24.96 2
2020_05_12 1200 24.99 2
2020_05_17 1200 24.27 2
2020_05_22 1200 24.59 2
2020_05_27 1200 24.17 2
2020_06_01 1200 23.11 2
2020_06_06 1200 22.89 2
2020_06_11 1200 22.65 2
2020_06_16 1200 22.93 2
2020_06_21 1200 23.39 2
2020_06_26 1200 23.73 2
2020_07_01 1200 23.65 2
2020_07_06 1200 23.21 2
2020_07_11 1200 22.63 2
2020_07_16 1200 23.05 2
2020_07_21 1200 22.92 2
2020_07_26 1200 24.09 2
2020_07_31 1200 22.68 2
2020_08_05 1200 22.43 2
2020_08_10 1200 22.85 2
2020_08_15 1200 22.89 2
2020_08_20 1200 21.91 2
2020_08_25 1200 21.17 2
2020_08_30 1200 20.92 2
2020_09_04 1200 19.86 2
2020_09_09 1200 19.37 2
2020_09_14 1200 21.32 2
2020_09_19 1200 22.19 2
2020_09_24 1200 21.39 2
2020_09_29 1200 20.46 2
2020_10_04 1200 20.09 2
2020_10_09 1200 19.89 2
2020_10_14 1200 20.17 2
2020_10_19 1200 20.54 2
2020_10_24 1200 20.82 2
2020_10_29 1200 21.79 2
2020_11_03 1200 22.89 2
2020_11_08 1200 20.99 2
2020_11_13 1200 21.13 2
2020_11_18 1200 22.55 2
